trade_id,order_id,event_time,instrument,side,quantity,price,account_id,client_id,venue
T-0001060,O-0001060,2026-08-25T09:45:01Z,NOVA.L,BUY,5000,42.0496,A-104,CLIENT-LINKED,XLON
T-0001061,O-0001061,2026-08-25T09:45:01.850000Z,NOVA.L,SELL,5001,42.051,A-882,CLIENT-LINKED,XLON
T-0001062,O-0001062,2026-08-25T09:45:02.700000Z,NOVA.L,BUY,5002,42.0355,A-104,CLIENT-LINKED,XLON
T-0001063,O-0001063,2026-08-25T09:45:03.550000Z,NOVA.L,SELL,5003,42.0488,A-882,CLIENT-LINKED,XLON
T-0001064,O-0001064,2026-08-25T09:45:04.400000Z,LIQD.P,BUY,5288,42.0483,A-244,CLIENT-44,XLON
T-0001065,O-0001065,2026-08-25T09:45:05.250000Z,NOVA.L,SELL,6582,42.0432,A-245,CLIENT-45,XLON
T-0001066,O-0001066,2026-08-25T09:45:06.100000Z,ALTO.N,BUY,3927,42.0449,A-246,CLIENT-46,XLON
T-0001067,O-0001067,2026-08-25T09:45:06.950000Z,QUAD.N,SELL,6288,42.0576,A-247,CLIENT-47,XLON
T-0001068,O-0001068,2026-08-25T09:45:07.800000Z,MEGA.O,BUY,5594,42.0467,A-248,CLIENT-48,XLON
T-0001069,O-0001069,2026-08-25T09:45:08.650000Z,LIQD.P,SELL,4075,42.0527,A-249,CLIENT-49,XLON
T-0001070,O-0001070,2026-08-25T09:45:09.500000Z,NOVA.L,BUY,5000,42.0629,A-104,CLIENT-LINKED,XLON
T-0001071,O-0001071,2026-08-25T09:45:10.350000Z,NOVA.L,SELL,5001,42.0592,A-882,CLIENT-LINKED,XLON
T-0001072,O-0001072,2026-08-25T09:45:11.200000Z,NOVA.L,BUY,5002,42.073,A-104,CLIENT-LINKED,XLON
T-0001073,O-0001073,2026-08-25T09:45:12.050000Z,NOVA.L,SELL,5003,42.0566,A-882,CLIENT-LINKED,XLON
T-0001074,O-0001074,2026-08-25T09:45:12.900000Z,LIQD.P,BUY,4428,42.0716,A-254,CLIENT-54,XLON
T-0001075,O-0001075,2026-08-25T09:45:13.750000Z,NOVA.L,SELL,5319,42.0674,A-255,CLIENT-55,XLON
T-0001076,O-0001076,2026-08-25T09:45:14.600000Z,ALTO.N,BUY,4114,42.0735,A-256,CLIENT-56,XLON
T-0001077,O-0001077,2026-08-25T09:45:15.450000Z,QUAD.N,SELL,5968,42.0713,A-257,CLIENT-57,XLON
T-0001078,O-0001078,2026-08-25T09:45:16.300000Z,MEGA.O,BUY,5087,42.079,A-258,CLIENT-58,XLON
T-0001079,O-0001079,2026-08-25T09:45:17.150000Z,LIQD.P,SELL,4822,42.0872,A-259,CLIENT-59,XLON
T-0001080,O-0001080,2026-08-25T09:45:18Z,NOVA.L,BUY,5000,42.0705,A-104,CLIENT-LINKED,XLON
T-0001081,O-0001081,2026-08-25T09:45:18.850000Z,NOVA.L,SELL,5001,42.0757,A-882,CLIENT-LINKED,XLON
T-0001082,O-0001082,2026-08-25T09:45:19.700000Z,NOVA.L,BUY,5002,42.0844,A-104,CLIENT-LINKED,XLON
T-0001083,O-0001083,2026-08-25T09:45:20.550000Z,NOVA.L,SELL,5003,42.0943,A-882,CLIENT-LINKED,XLON
T-0001084,O-0001084,2026-08-25T09:45:21.400000Z,LIQD.P,BUY,4282,42.0832,A-204,CLIENT-4,XLON
T-0001085,O-0001085,2026-08-25T09:45:22.250000Z,NOVA.L,SELL,4866,42.0941,A-205,CLIENT-5,XLON
T-0001086,O-0001086,2026-08-25T09:45:23.100000Z,ALTO.N,BUY,4678,42.1019,A-206,CLIENT-6,XLON
T-0001087,O-0001087,2026-08-25T09:45:23.950000Z,QUAD.N,SELL,4969,42.0979,A-207,CLIENT-7,XLON
T-0001088,O-0001088,2026-08-25T09:45:24.800000Z,MEGA.O,BUY,5811,42.09,A-208,CLIENT-8,XLON
T-0001089,O-0001089,2026-08-25T09:45:25.650000Z,LIQD.P,SELL,4355,42.1051,A-209,CLIENT-9,XLON
T-0001090,O-0001090,2026-08-25T09:45:26.500000Z,NOVA.L,BUY,5000,42.099,A-104,CLIENT-LINKED,XLON
T-0001091,O-0001091,2026-08-25T09:45:27.350000Z,NOVA.L,SELL,5001,42.11,A-882,CLIENT-LINKED,XLON
T-0001092,O-0001092,2026-08-25T09:45:28.200000Z,NOVA.L,BUY,5002,42.1029,A-104,CLIENT-LINKED,XLON
T-0001093,O-0001093,2026-08-25T09:45:29.050000Z,NOVA.L,SELL,5003,42.0978,A-882,CLIENT-LINKED,XLON
T-0001094,O-0001094,2026-08-25T09:45:29.900000Z,LIQD.P,BUY,6593,42.1174,A-214,CLIENT-14,XLON
T-0001095,O-0001095,2026-08-25T09:45:30.750000Z,NOVA.L,SELL,5109,42.1134,A-215,CLIENT-15,XLON
T-0001096,O-0001096,2026-08-25T09:45:31.600000Z,ALTO.N,BUY,6706,42.1033,A-216,CLIENT-16,XLON
T-0001097,O-0001097,2026-08-25T09:45:32.450000Z,QUAD.N,SELL,6020,42.1098,A-217,CLIENT-17,XLON
T-0001098,O-0001098,2026-08-25T09:45:33.300000Z,MEGA.O,BUY,5028,42.123,A-218,CLIENT-18,XLON
T-0001099,O-0001099,2026-08-25T09:45:34.150000Z,LIQD.P,SELL,6715,42.1222,A-219,CLIENT-19,XLON
T-0001100,O-0001100,2026-08-25T09:45:35Z,NOVA.L,BUY,5000,42.124,A-104,CLIENT-LINKED,XLON
T-0001101,O-0001101,2026-08-25T09:45:35.850000Z,NOVA.L,SELL,5001,42.1155,A-882,CLIENT-LINKED,XLON
T-0001102,O-0001102,2026-08-25T09:45:36.700000Z,NOVA.L,BUY,5002,42.1212,A-104,CLIENT-LINKED,XLON
T-0001103,O-0001103,2026-08-25T09:45:37.550000Z,NOVA.L,SELL,5003,42.1205,A-882,CLIENT-LINKED,XLON
T-0001104,O-0001104,2026-08-25T09:45:38.400000Z,LIQD.P,BUY,4623,42.1338,A-224,CLIENT-24,XLON
T-0001105,O-0001105,2026-08-25T09:45:39.250000Z,NOVA.L,SELL,4769,42.1358,A-225,CLIENT-25,XLON
T-0001106,O-0001106,2026-08-25T09:45:40.100000Z,ALTO.N,BUY,3907,42.1292,A-226,CLIENT-26,XLON
T-0001107,O-0001107,2026-08-25T09:45:40.950000Z,QUAD.N,SELL,6144,42.1314,A-227,CLIENT-27,XLON
T-0001108,O-0001108,2026-08-25T09:45:41.800000Z,MEGA.O,BUY,6059,42.1286,A-228,CLIENT-28,XLON
T-0001109,O-0001109,2026-08-25T09:45:42.650000Z,LIQD.P,SELL,4153,42.1293,A-229,CLIENT-29,XLON
T-0001110,O-0001110,2026-08-25T09:45:43.500000Z,NOVA.L,BUY,5000,42.138,A-104,CLIENT-LINKED,XLON
T-0001111,O-0001111,2026-08-25T09:45:44.350000Z,NOVA.L,SELL,5001,42.1463,A-882,CLIENT-LINKED,XLON
T-0001112,O-0001112,2026-08-25T09:45:45.200000Z,NOVA.L,BUY,5002,42.1436,A-104,CLIENT-LINKED,XLON
T-0001113,O-0001113,2026-08-25T09:45:46.050000Z,NOVA.L,SELL,5003,42.1442,A-882,CLIENT-LINKED,XLON
T-0001114,O-0001114,2026-08-25T09:45:46.900000Z,LIQD.P,BUY,5477,42.1545,A-234,CLIENT-34,XLON
T-0001115,O-0001115,2026-08-25T09:45:47.750000Z,NOVA.L,SELL,4102,42.1425,A-235,CLIENT-35,XLON
T-0001116,O-0001116,2026-08-25T09:45:48.600000Z,ALTO.N,BUY,5098,42.1548,A-236,CLIENT-36,XLON
T-0001117,O-0001117,2026-08-25T09:45:49.450000Z,QUAD.N,SELL,5643,42.1533,A-237,CLIENT-37,XLON
T-0001118,O-0001118,2026-08-25T09:45:50.300000Z,MEGA.O,BUY,5919,42.1529,A-238,CLIENT-38,XLON
T-0001119,O-0001119,2026-08-25T09:45:51.150000Z,LIQD.P,SELL,6058,42.1608,A-239,CLIENT-39,XLON
T-0001120,O-0001120,2026-08-25T09:45:52Z,NOVA.L,BUY,5000,41.9936,A-104,CLIENT-LINKED,XLON
T-0001121,O-0001121,2026-08-25T09:45:52.850000Z,NOVA.L,SELL,5001,42.0113,A-882,CLIENT-LINKED,XLON
T-0001122,O-0001122,2026-08-25T09:45:53.700000Z,NOVA.L,BUY,5002,42.0027,A-104,CLIENT-LINKED,XLON
T-0001123,O-0001123,2026-08-25T09:45:54.550000Z,NOVA.L,SELL,5003,42.0142,A-882,CLIENT-LINKED,XLON
T-0001124,O-0001124,2026-08-25T09:45:55.400000Z,LIQD.P,BUY,4026,42.0146,A-244,CLIENT-44,XLON
T-0001125,O-0001125,2026-08-25T09:45:56.250000Z,NOVA.L,SELL,5922,42.0031,A-245,CLIENT-45,XLON
T-0001126,O-0001126,2026-08-25T09:45:57.100000Z,ALTO.N,BUY,4474,42.0052,A-246,CLIENT-46,XLON
T-0001127,O-0001127,2026-08-25T09:45:57.950000Z,QUAD.N,SELL,6705,42.0085,A-247,CLIENT-47,XLON
T-0001128,O-0001128,2026-08-25T09:45:58.800000Z,MEGA.O,BUY,5925,42.0239,A-248,CLIENT-48,XLON
T-0001129,O-0001129,2026-08-25T09:45:59.650000Z,LIQD.P,SELL,4123,42.013,A-249,CLIENT-49,XLON
T-0001130,O-0001130,2026-08-25T09:46:00.500000Z,NOVA.L,BUY,5000,42.0227,A-104,CLIENT-LINKED,XLON
T-0001131,O-0001131,2026-08-25T09:46:01.350000Z,NOVA.L,SELL,5001,42.023,A-882,CLIENT-LINKED,XLON
T-0001132,O-0001132,2026-08-25T09:46:02.200000Z,NOVA.L,BUY,5002,42.0165,A-104,CLIENT-LINKED,XLON
T-0001133,O-0001133,2026-08-25T09:46:03.050000Z,NOVA.L,SELL,5003,42.0221,A-882,CLIENT-LINKED,XLON
T-0001134,O-0001134,2026-08-25T09:46:03.900000Z,LIQD.P,BUY,5985,42.0199,A-254,CLIENT-54,XLON
T-0001135,O-0001135,2026-08-25T09:46:04.750000Z,NOVA.L,SELL,6425,42.0234,A-255,CLIENT-55,XLON
T-0001136,O-0001136,2026-08-25T09:46:05.600000Z,ALTO.N,BUY,6178,42.0251,A-256,CLIENT-56,XLON
T-0001137,O-0001137,2026-08-25T09:46:06.450000Z,QUAD.N,SELL,6498,42.0365,A-257,CLIENT-57,XLON
T-0001138,O-0001138,2026-08-25T09:46:07.300000Z,MEGA.O,BUY,6278,42.0328,A-258,CLIENT-58,XLON
T-0001139,O-0001139,2026-08-25T09:46:08.150000Z,LIQD.P,SELL,6108,42.0288,A-259,CLIENT-59,XLON
T-0001140,O-0001140,2026-08-25T09:46:09Z,NOVA.L,BUY,5000,42.0473,A-104,CLIENT-LINKED,XLON
T-0001141,O-0001141,2026-08-25T09:46:09.850000Z,NOVA.L,SELL,5001,42.0336,A-882,CLIENT-LINKED,XLON
T-0001142,O-0001142,2026-08-25T09:46:10.700000Z,NOVA.L,BUY,5002,42.053,A-104,CLIENT-LINKED,XLON
T-0001143,O-0001143,2026-08-25T09:46:11.550000Z,NOVA.L,SELL,5003,42.0514,A-882,CLIENT-LINKED,XLON
T-0001144,O-0001144,2026-08-25T09:46:12.400000Z,LIQD.P,BUY,4884,42.051,A-204,CLIENT-4,XLON
T-0001145,O-0001145,2026-08-25T09:46:13.250000Z,NOVA.L,SELL,6143,42.0483,A-205,CLIENT-5,XLON
T-0001146,O-0001146,2026-08-25T09:46:14.100000Z,ALTO.N,BUY,6417,42.0426,A-206,CLIENT-6,XLON
T-0001147,O-0001147,2026-08-25T09:46:14.950000Z,QUAD.N,SELL,6368,42.0549,A-207,CLIENT-7,XLON
T-0001148,O-0001148,2026-08-25T09:46:15.800000Z,MEGA.O,BUY,6429,42.0651,A-208,CLIENT-8,XLON
T-0001149,O-0001149,2026-08-25T09:46:16.650000Z,LIQD.P,SELL,5778,42.0529,A-209,CLIENT-9,XLON
T-0001150,O-0001150,2026-08-25T09:46:17.500000Z,NOVA.L,BUY,5000,42.0661,A-104,CLIENT-LINKED,XLON
T-0001151,O-0001151,2026-08-25T09:46:18.350000Z,NOVA.L,SELL,5001,42.0601,A-882,CLIENT-LINKED,XLON
T-0001152,O-0001152,2026-08-25T09:46:19.200000Z,NOVA.L,BUY,5002,42.0631,A-104,CLIENT-LINKED,XLON
T-0001153,O-0001153,2026-08-25T09:46:20.050000Z,NOVA.L,SELL,5003,42.0698,A-882,CLIENT-LINKED,XLON
T-0001154,O-0001154,2026-08-25T09:46:20.900000Z,LIQD.P,BUY,4447,42.0668,A-214,CLIENT-14,XLON
T-0001155,O-0001155,2026-08-25T09:46:21.750000Z,NOVA.L,SELL,5783,42.0693,A-215,CLIENT-15,XLON
T-0001156,O-0001156,2026-08-25T09:46:22.600000Z,ALTO.N,BUY,5193,42.0741,A-216,CLIENT-16,XLON
T-0001157,O-0001157,2026-08-25T09:46:23.450000Z,QUAD.N,SELL,5080,42.0812,A-217,CLIENT-17,XLON
T-0001158,O-0001158,2026-08-25T09:46:24.300000Z,MEGA.O,BUY,5107,42.0807,A-218,CLIENT-18,XLON
T-0001159,O-0001159,2026-08-25T09:46:25.150000Z,LIQD.P,SELL,5214,42.0875,A-219,CLIENT-19,XLON
T-0001160,O-0001160,2026-08-25T09:46:26Z,NOVA.L,BUY,5000,42.0726,A-104,CLIENT-LINKED,XLON
T-0001161,O-0001161,2026-08-25T09:46:26.850000Z,NOVA.L,SELL,5001,42.0794,A-882,CLIENT-LINKED,XLON
T-0001162,O-0001162,2026-08-25T09:46:27.700000Z,NOVA.L,BUY,5002,42.0852,A-104,CLIENT-LINKED,XLON
T-0001163,O-0001163,2026-08-25T09:46:28.550000Z,NOVA.L,SELL,5003,42.0824,A-882,CLIENT-LINKED,XLON
T-0001164,O-0001164,2026-08-25T09:46:29.400000Z,LIQD.P,BUY,5710,42.0805,A-224,CLIENT-24,XLON
T-0001165,O-0001165,2026-08-25T09:46:30.250000Z,NOVA.L,SELL,5641,42.085,A-225,CLIENT-25,XLON
T-0001166,O-0001166,2026-08-25T09:46:31.100000Z,ALTO.N,BUY,4196,42.083,A-226,CLIENT-26,XLON
T-0001167,O-0001167,2026-08-25T09:46:31.950000Z,QUAD.N,SELL,5373,42.1013,A-227,CLIENT-27,XLON
T-0001168,O-0001168,2026-08-25T09:46:32.800000Z,MEGA.O,BUY,5512,42.091,A-228,CLIENT-28,XLON
T-0001169,O-0001169,2026-08-25T09:46:33.650000Z,LIQD.P,SELL,4454,42.1043,A-229,CLIENT-29,XLON
T-0001170,O-0001170,2026-08-25T09:46:34.500000Z,NOVA.L,BUY,5000,42.1087,A-104,CLIENT-LINKED,XLON
T-0001171,O-0001171,2026-08-25T09:46:35.350000Z,NOVA.L,SELL,5001,42.1064,A-882,CLIENT-LINKED,XLON
T-0001172,O-0001172,2026-08-25T09:46:36.200000Z,NOVA.L,BUY,5002,42.0978,A-104,CLIENT-LINKED,XLON
T-0001173,O-0001173,2026-08-25T09:46:37.050000Z,NOVA.L,SELL,5003,42.0992,A-882,CLIENT-LINKED,XLON
T-0001174,O-0001174,2026-08-25T09:46:37.900000Z,LIQD.P,BUY,5908,42.1073,A-234,CLIENT-34,XLON
T-0001175,O-0001175,2026-08-25T09:46:38.750000Z,NOVA.L,SELL,5063,42.1099,A-235,CLIENT-35,XLON
T-0001176,O-0001176,2026-08-25T09:46:39.600000Z,ALTO.N,BUY,4168,42.1209,A-236,CLIENT-36,XLON
T-0001177,O-0001177,2026-08-25T09:46:40.450000Z,QUAD.N,SELL,5870,42.1131,A-237,CLIENT-37,XLON
T-0001178,O-0001178,2026-08-25T09:46:41.300000Z,MEGA.O,BUY,4786,42.1103,A-238,CLIENT-38,XLON
T-0001179,O-0001179,2026-08-25T09:46:42.150000Z,LIQD.P,SELL,5245,42.109,A-239,CLIENT-39,XLON
T-0001180,O-0001180,2026-08-25T09:46:43Z,NOVA.L,BUY,5000,42.1156,A-104,CLIENT-LINKED,XLON
T-0001181,O-0001181,2026-08-25T09:46:43.850000Z,NOVA.L,SELL,5001,42.124,A-882,CLIENT-LINKED,XLON
T-0001182,O-0001182,2026-08-25T09:46:44.700000Z,NOVA.L,BUY,5002,42.1309,A-104,CLIENT-LINKED,XLON
T-0001183,O-0001183,2026-08-25T09:46:45.550000Z,NOVA.L,SELL,5003,42.1295,A-882,CLIENT-LINKED,XLON
T-0001184,O-0001184,2026-08-25T09:46:46.400000Z,LIQD.P,BUY,4970,42.1287,A-244,CLIENT-44,XLON
T-0001185,O-0001185,2026-08-25T09:46:47.250000Z,NOVA.L,SELL,4240,42.1286,A-245,CLIENT-45,XLON
T-0001186,O-0001186,2026-08-25T09:46:48.100000Z,ALTO.N,BUY,4883,42.1366,A-246,CLIENT-46,XLON
T-0001187,O-0001187,2026-08-25T09:46:48.950000Z,QUAD.N,SELL,5451,42.1313,A-247,CLIENT-47,XLON
T-0001188,O-0001188,2026-08-25T09:46:49.800000Z,MEGA.O,BUY,5440,42.127,A-248,CLIENT-48,XLON
T-0001189,O-0001189,2026-08-25T09:46:50.650000Z,LIQD.P,SELL,6101,42.1319,A-249,CLIENT-49,XLON
T-0001190,O-0001190,2026-08-25T09:46:51.500000Z,NOVA.L,BUY,5000,42.1411,A-104,CLIENT-LINKED,XLON
T-0001191,O-0001191,2026-08-25T09:46:52.350000Z,NOVA.L,SELL,5001,42.1335,A-882,CLIENT-LINKED,XLON
T-0001192,O-0001192,2026-08-25T09:46:53.200000Z,NOVA.L,BUY,5002,42.1441,A-104,CLIENT-LINKED,XLON
T-0001193,O-0001193,2026-08-25T09:46:54.050000Z,NOVA.L,SELL,5003,42.1513,A-882,CLIENT-LINKED,XLON
T-0001194,O-0001194,2026-08-25T09:46:54.900000Z,LIQD.P,BUY,4945,42.1545,A-254,CLIENT-54,XLON
T-0001195,O-0001195,2026-08-25T09:46:55.750000Z,NOVA.L,SELL,6352,42.1536,A-255,CLIENT-55,XLON
T-0001196,O-0001196,2026-08-25T09:46:56.600000Z,ALTO.N,BUY,4286,42.1446,A-256,CLIENT-56,XLON
T-0001197,O-0001197,2026-08-25T09:46:57.450000Z,QUAD.N,SELL,4196,42.1519,A-257,CLIENT-57,XLON
T-0001198,O-0001198,2026-08-25T09:46:58.300000Z,MEGA.O,BUY,5188,42.1572,A-258,CLIENT-58,XLON
T-0001199,O-0001199,2026-08-25T09:46:59.150000Z,LIQD.P,SELL,5297,42.1631,A-259,CLIENT-59,XLON
T-0001200,O-0001200,2026-08-25T09:47:00Z,NOVA.L,BUY,5000,41.994,A-104,CLIENT-LINKED,XLON
T-0001201,O-0001201,2026-08-25T09:47:00.850000Z,NOVA.L,SELL,5001,42.0022,A-882,CLIENT-LINKED,XLON
T-0001202,O-0001202,2026-08-25T09:47:01.700000Z,NOVA.L,BUY,5002,42.004,A-104,CLIENT-LINKED,XLON
T-0001203,O-0001203,2026-08-25T09:47:02.550000Z,NOVA.L,SELL,5003,41.9969,A-882,CLIENT-LINKED,XLON
T-0001204,O-0001204,2026-08-25T09:47:03.400000Z,LIQD.P,BUY,4361,42.0123,A-204,CLIENT-4,XLON
T-0001205,O-0001205,2026-08-25T09:47:04.250000Z,NOVA.L,SELL,5740,42.0104,A-205,CLIENT-5,XLON
T-0001206,O-0001206,2026-08-25T09:47:05.100000Z,ALTO.N,BUY,4410,42.0141,A-206,CLIENT-6,XLON
T-0001207,O-0001207,2026-08-25T09:47:05.950000Z,QUAD.N,SELL,5911,42.0068,A-207,CLIENT-7,XLON
T-0001208,O-0001208,2026-08-25T09:47:06.800000Z,MEGA.O,BUY,6311,42.0124,A-208,CLIENT-8,XLON
T-0001209,O-0001209,2026-08-25T09:47:07.650000Z,LIQD.P,SELL,5409,42.0278,A-209,CLIENT-9,XLON
T-0001210,O-0001210,2026-08-25T09:47:08.500000Z,NOVA.L,BUY,5000,42.0248,A-104,CLIENT-LINKED,XLON
T-0001211,O-0001211,2026-08-25T09:47:09.350000Z,NOVA.L,SELL,5001,42.018,A-882,CLIENT-LINKED,XLON
T-0001212,O-0001212,2026-08-25T09:47:10.200000Z,NOVA.L,BUY,5002,42.0207,A-104,CLIENT-LINKED,XLON
T-0001213,O-0001213,2026-08-25T09:47:11.050000Z,NOVA.L,SELL,5003,42.0326,A-882,CLIENT-LINKED,XLON
T-0001214,O-0001214,2026-08-25T09:47:11.900000Z,LIQD.P,BUY,5980,42.0278,A-214,CLIENT-14,XLON
T-0001215,O-0001215,2026-08-25T09:47:12.750000Z,NOVA.L,SELL,6105,42.026,A-215,CLIENT-15,XLON
T-0001216,O-0001216,2026-08-25T09:47:13.600000Z,ALTO.N,BUY,3868,42.0294,A-216,CLIENT-16,XLON
T-0001217,O-0001217,2026-08-25T09:47:14.450000Z,QUAD.N,SELL,6559,42.0262,A-217,CLIENT-17,XLON
T-0001218,O-0001218,2026-08-25T09:47:15.300000Z,MEGA.O,BUY,5506,42.0377,A-218,CLIENT-18,XLON
T-0001219,O-0001219,2026-08-25T09:47:16.150000Z,LIQD.P,SELL,6770,42.0454,A-219,CLIENT-19,XLON
T-0001220,O-0001220,2026-08-25T09:47:17Z,NOVA.L,BUY,5000,42.0426,A-104,CLIENT-LINKED,XLON
T-0001221,O-0001221,2026-08-25T09:47:17.850000Z,NOVA.L,SELL,5001,42.0439,A-882,CLIENT-LINKED,XLON
T-0001222,O-0001222,2026-08-25T09:47:18.700000Z,NOVA.L,BUY,5002,42.0393,A-104,CLIENT-LINKED,XLON
T-0001223,O-0001223,2026-08-25T09:47:19.550000Z,NOVA.L,SELL,5003,42.0491,A-882,CLIENT-LINKED,XLON
T-0001224,O-0001224,2026-08-25T09:47:20.400000Z,LIQD.P,BUY,6169,42.0496,A-224,CLIENT-24,XLON
T-0001225,O-0001225,2026-08-25T09:47:21.250000Z,NOVA.L,SELL,6754,42.041,A-225,CLIENT-25,XLON
T-0001226,O-0001226,2026-08-25T09:47:22.100000Z,ALTO.N,BUY,5767,42.0454,A-226,CLIENT-26,XLON
T-0001227,O-0001227,2026-08-25T09:47:22.950000Z,QUAD.N,SELL,6376,42.0584,A-227,CLIENT-27,XLON
T-0001228,O-0001228,2026-08-25T09:47:23.800000Z,MEGA.O,BUY,5357,42.049,A-228,CLIENT-28,XLON
T-0001229,O-0001229,2026-08-25T09:47:24.650000Z,LIQD.P,SELL,6588,42.0528,A-229,CLIENT-29,XLON
T-0001230,O-0001230,2026-08-25T09:47:25.500000Z,NOVA.L,BUY,5000,42.0615,A-104,CLIENT-LINKED,XLON
T-0001231,O-0001231,2026-08-25T09:47:26.350000Z,NOVA.L,SELL,5001,42.066,A-882,CLIENT-LINKED,XLON
T-0001232,O-0001232,2026-08-25T09:47:27.200000Z,NOVA.L,BUY,5002,42.0578,A-104,CLIENT-LINKED,XLON
T-0001233,O-0001233,2026-08-25T09:47:28.050000Z,NOVA.L,SELL,5003,42.0648,A-882,CLIENT-LINKED,XLON
T-0001234,O-0001234,2026-08-25T09:47:28.900000Z,LIQD.P,BUY,5515,42.061,A-234,CLIENT-34,XLON
T-0001235,O-0001235,2026-08-25T09:47:29.750000Z,NOVA.L,SELL,6628,42.0641,A-235,CLIENT-35,XLON
T-0001236,O-0001236,2026-08-25T09:47:30.600000Z,ALTO.N,BUY,5855,42.0775,A-236,CLIENT-36,XLON
T-0001237,O-0001237,2026-08-25T09:47:31.450000Z,QUAD.N,SELL,5731,42.0815,A-237,CLIENT-37,XLON
T-0001238,O-0001238,2026-08-25T09:47:32.300000Z,MEGA.O,BUY,6779,42.0672,A-238,CLIENT-38,XLON
T-0001239,O-0001239,2026-08-25T09:47:33.150000Z,LIQD.P,SELL,4365,42.0784,A-239,CLIENT-39,XLON
T-0001240,O-0001240,2026-08-25T09:47:34Z,NOVA.L,BUY,5000,42.0812,A-104,CLIENT-LINKED,XLON
T-0001241,O-0001241,2026-08-25T09:47:34.850000Z,NOVA.L,SELL,5001,42.092,A-882,CLIENT-LINKED,XLON
T-0001242,O-0001242,2026-08-25T09:47:35.700000Z,NOVA.L,BUY,5002,42.0836,A-104,CLIENT-LINKED,XLON
T-0001243,O-0001243,2026-08-25T09:47:36.550000Z,NOVA.L,SELL,5003,42.0835,A-882,CLIENT-LINKED,XLON
T-0001244,O-0001244,2026-08-25T09:47:37.400000Z,LIQD.P,BUY,4509,42.0872,A-244,CLIENT-44,XLON
T-0001245,O-0001245,2026-08-25T09:47:38.250000Z,NOVA.L,SELL,5983,42.0868,A-245,CLIENT-45,XLON
T-0001246,O-0001246,2026-08-25T09:47:39.100000Z,ALTO.N,BUY,5251,42.0955,A-246,CLIENT-46,XLON
T-0001247,O-0001247,2026-08-25T09:47:39.950000Z,QUAD.N,SELL,6752,42.0976,A-247,CLIENT-47,XLON
T-0001248,O-0001248,2026-08-25T09:47:40.800000Z,MEGA.O,BUY,6639,42.0913,A-248,CLIENT-48,XLON
T-0001249,O-0001249,2026-08-25T09:47:41.650000Z,LIQD.P,SELL,5783,42.0918,A-249,CLIENT-49,XLON
T-0001250,O-0001250,2026-08-25T09:47:42.500000Z,NOVA.L,BUY,5000,42.0949,A-104,CLIENT-LINKED,XLON
T-0001251,O-0001251,2026-08-25T09:47:43.350000Z,NOVA.L,SELL,5001,42.1032,A-882,CLIENT-LINKED,XLON
T-0001252,O-0001252,2026-08-25T09:47:44.200000Z,NOVA.L,BUY,5002,42.0985,A-104,CLIENT-LINKED,XLON
T-0001253,O-0001253,2026-08-25T09:47:45.050000Z,NOVA.L,SELL,5003,42.1155,A-882,CLIENT-LINKED,XLON
T-0001254,O-0001254,2026-08-25T09:47:45.900000Z,LIQD.P,BUY,5019,42.1134,A-254,CLIENT-54,XLON
T-0001255,O-0001255,2026-08-25T09:47:46.750000Z,NOVA.L,SELL,6687,42.1041,A-255,CLIENT-55,XLON
T-0001256,O-0001256,2026-08-25T09:47:47.600000Z,ALTO.N,BUY,6687,42.1118,A-256,CLIENT-56,XLON
T-0001257,O-0001257,2026-08-25T09:47:48.450000Z,QUAD.N,SELL,5765,42.111,A-257,CLIENT-57,XLON
T-0001258,O-0001258,2026-08-25T09:47:49.300000Z,MEGA.O,BUY,6755,42.1115,A-258,CLIENT-58,XLON
T-0001259,O-0001259,2026-08-25T09:47:50.150000Z,LIQD.P,SELL,4299,42.1195,A-259,CLIENT-59,XLON
T-0001260,O-0001260,2026-08-25T09:47:51Z,NOVA.L,BUY,5000,42.1209,A-104,CLIENT-LINKED,XLON
T-0001261,O-0001261,2026-08-25T09:47:51.850000Z,NOVA.L,SELL,5001,42.1299,A-882,CLIENT-LINKED,XLON
T-0001262,O-0001262,2026-08-25T09:47:52.700000Z,NOVA.L,BUY,5002,42.1219,A-104,CLIENT-LINKED,XLON
T-0001263,O-0001263,2026-08-25T09:47:53.550000Z,NOVA.L,SELL,5003,42.1229,A-882,CLIENT-LINKED,XLON
T-0001264,O-0001264,2026-08-25T09:47:54.400000Z,LIQD.P,BUY,4399,42.1238,A-204,CLIENT-4,XLON
T-0001265,O-0001265,2026-08-25T09:47:55.250000Z,NOVA.L,SELL,4978,42.1391,A-205,CLIENT-5,XLON
T-0001266,O-0001266,2026-08-25T09:47:56.100000Z,ALTO.N,BUY,4123,42.1289,A-206,CLIENT-6,XLON
T-0001267,O-0001267,2026-08-25T09:47:56.950000Z,QUAD.N,SELL,5611,42.1371,A-207,CLIENT-7,XLON
T-0001268,O-0001268,2026-08-25T09:47:57.800000Z,MEGA.O,BUY,5762,42.1303,A-208,CLIENT-8,XLON
T-0001269,O-0001269,2026-08-25T09:47:58.650000Z,LIQD.P,SELL,6006,42.1334,A-209,CLIENT-9,XLON
T-0001270,O-0001270,2026-08-25T09:47:59.500000Z,NOVA.L,BUY,5000,42.1412,A-104,CLIENT-LINKED,XLON
